websites,sku,product_id,part_number,mfg_code,mfg_name,manufacturer_name,ship_method,category_name,sub_category,category_ids,stripped_part,store,attribute_set,type,root_category,product_websites,color,cost,vpd_cost,shipping_note,country_of_manufacture,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,Description,options_container,page_layout,price,required_options,short_description,url_key,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
base,8929878@0029,8929878@0029,8929878,29,DETROIT DIESEL CO,DETROIT DIESEL CO,,Replacement Parts,,"120,",8929878,15,Default,simple,Default Category,base,,10.91,10.91,,,,,,,8929878-THERMOSTAT,,,0,,,,,,,,,Use config,Use config,8929878-THERMOSTAT,8929878-THERMOSTAT,Product Info Column,,28.18,0,DETROIT DIESEL CO,8929878-DETROIT DIESEL CO,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,1244X2104@0107,1244X2104@0107,1244X2104,107,MERITOR INC,MERITOR INC,,general,spacer,"178,316",1244X2104,16,Default,simple,Default Category,base,,11.54,11.54,,,,,,,1244X2104-SPACER,,,0,,,,,,,,,Use config,Use config,1244X2104-SPACER,1244X2104-SPACER,Product Info Column,,29.23,0,MERITOR INC,1244X2104-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,09A03782@1972,09A03782@1972,09A03782,1972,FWD,FWD,,Replacement Parts,,"120,",09A03782,17,Default,simple,Default Category,base,,11.79,11.79,,,,,,,09A03782-BRG CONE,,,0,,,,,,,,,Use config,Use config,09A03782-BRG CONE,09A03782-BRG CONE,Product Info Column,,29.65,0,FWD,09A03782-FWD,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,3782@0101,3782@0101,3782,101,NEW DEPARTURE HYATT BEARINGS,NEW DEPARTURE HYATT BEARINGS,,Replacement Parts,,"120,",3782,18,Default,simple,Default Category,base,,11.79,11.79,,,,,,,3782-BRG CONE,,,0,,,,,,,,,Use config,Use config,3782-BRG CONE,3782-BRG CONE,Product Info Column,,29.65,0,NEW DEPARTURE HYATT BEARINGS,3782-NEW DEPARTURE HYATT BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,3782@0117,3782@0117,3782,117,TIMKEN BEARING CO,TIMKEN BEARING CO,,Replacement Parts,,"120,",3782,19,Default,simple,Default Category,base,,11.79,11.79,,,,,,,3782-BRG CONE,,,0,,,,,,,,,Use config,Use config,3782-BRG CONE,3782-BRG CONE,Product Info Column,,29.65,0,TIMKEN BEARING CO,3782-TIMKEN BEARING CO,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,3782@1667,3782@1667,3782,1667,KOYO BEARINGS,KOYO BEARINGS,,Replacement Parts,,"120,",3782,20,Default,simple,Default Category,base,,11.79,11.79,,,,,,,3782-BRG CONE,,,0,,,,,,,,,Use config,Use config,3782-BRG CONE,3782-BRG CONE,Product Info Column,,29.65,0,KOYO BEARINGS,3782-KOYO BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,658981@0043,658981@0043,658981,43,EATON - FULLER,EATON - FULLER,,Replacement Parts,,"120,",658981,21,Default,simple,Default Category,base,,11.79,11.79,,,,,,,658981-BRG CONE,,,0,,,,,,,,,Use config,Use config,658981-BRG CONE,658981-BRG CONE,Product Info Column,,29.65,0,EATON - FULLER,658981-EATON - FULLER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,6B3824@0012,6B3824@0012,6B3824,12,CATERPILLAR,CATERPILLAR,,Replacement Parts,,"120,",6B3824,22,Default,simple,Default Category,base,,11.79,11.79,,,,,,,6B3824-BRG CONE,,,0,,,,,,,,,Use config,Use config,6B3824-BRG CONE,6B3824-BRG CONE,Product Info Column,,29.65,0,CATERPILLAR,6B3824-CATERPILLAR,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,97-9999-02060@1152,97-9999-02060@1152,97-9999-02060,1152,FLXIBLE BUS CORP,FLXIBLE BUS CORP,,Replacement Parts,,"120,",97999902060,23,Default,simple,Default Category,base,,11.79,11.79,,,,,,,97-9999-02060-BRG CONE,,,0,,,,,,,,,Use config,Use config,97-9999-02060-BRG CONE,97-9999-02060-BRG CONE,Product Info Column,,29.65,0,FLXIBLE BUS CORP,97999902060-FLXIBLE BUS CORP,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,BR3782@0113,BR3782@0113,BR3782,113,SKF BEARINGS,SKF BEARINGS,,Replacement Parts,,"120,",BR3782,24,Default,simple,Default Category,base,,11.79,11.79,,,,,,,BR3782-BRG CONE,,,0,,,,,,,,,Use config,Use config,BR3782-BRG CONE,BR3782-BRG CONE,Product Info Column,,29.65,0,SKF BEARINGS,BR3782-SKF BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,13303D@1566,13303D@1566,13303D,1566,KOMATSU,KOMATSU,,Replacement Parts,,"120,",13303D,25,Default,simple,Default Category,base,,11.86,11.86,,,,,,,13303D-BRG CUP,,,0,,,,,,,,,Use config,Use config,13303D-BRG CUP,13303D-BRG CUP,Product Info Column,,29.77,0,KOMATSU,13303D-KOMATSU,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,1B3925@0012,1B3925@0012,1B3925,12,CATERPILLAR,CATERPILLAR,,Replacement Parts,,"120,",1B3925,26,Default,simple,Default Category,base,,11.86,11.86,,,,,,,1B3925-BRG CUP,,,0,,,,,,,,,Use config,Use config,1B3925-BRG CUP,1B3925-BRG CUP,Product Info Column,,29.77,0,CATERPILLAR,1B3925-CATERPILLAR,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,2MB155@1560,2MB155@1560,2MB155,1560,OSHKOSH,OSHKOSH,,Replacement Parts,,"120,",2MB155,27,Default,simple,Default Category,base,,11.86,11.86,,,,,,,2MB155-BRG CUP,,,0,,,,,,,,,Use config,Use config,2MB155-BRG CUP,2MB155-BRG CUP,Product Info Column,,29.77,0,OSHKOSH,2MB155-OSHKOSH,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,572@0101,572@0101,572,101,NEW DEPARTURE HYATT BEARINGS,NEW DEPARTURE HYATT BEARINGS,,Replacement Parts,,"120,",572,28,Default,simple,Default Category,base,,11.86,11.86,,,,,,,572-BRG CUP,,,0,,,,,,,,,Use config,Use config,572-BRG CUP,572-BRG CUP,Product Info Column,,29.77,0,NEW DEPARTURE HYATT BEARINGS,572-NEW DEPARTURE HYATT BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,572@0113,572@0113,572,113,SKF BEARINGS,SKF BEARINGS,,Replacement Parts,,"120,",572,29,Default,simple,Default Category,base,,11.86,11.86,,,,,,,572-BRG CUP,,,0,,,,,,,,,Use config,Use config,572-BRG CUP,572-BRG CUP,Product Info Column,,29.77,0,SKF BEARINGS,572-SKF BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,572@0117,572@0117,572,117,TIMKEN BEARING CO,TIMKEN BEARING CO,,Replacement Parts,,"120,",572,30,Default,simple,Default Category,base,,11.86,11.86,,,,,,,572-BRG CUP,,,0,,,,,,,,,Use config,Use config,572-BRG CUP,572-BRG CUP,Product Info Column,,29.77,0,TIMKEN BEARING CO,572-TIMKEN BEARING CO,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,572@0010,572@0010,572,10,BOWER BEARING,BOWER BEARING,,Replacement Parts,,"120,",572,31,Default,simple,Default Category,base,,11.86,11.86,,,,,,,572-BRG CUP,,,0,,,,,,,,,Use config,Use config,572-BRG CUP,572-BRG CUP,Product Info Column,,29.77,0,BOWER BEARING,572-BOWER BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,97-9999-02061@1152,97-9999-02061@1152,97-9999-02061,1152,FLXIBLE BUS CORP,FLXIBLE BUS CORP,,Replacement Parts,,"120,",97999902061,32,Default,simple,Default Category,base,,11.86,11.86,,,,,,,97-9999-02061-BRG CUP,,,0,,,,,,,,,Use config,Use config,97-9999-02061-BRG CUP,97-9999-02061-BRG CUP,Product Info Column,,29.77,0,FLXIBLE BUS CORP,97999902061-FLXIBLE BUS CORP,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,BR572@0113,BR572@0113,BR572,113,SKF BEARINGS,SKF BEARINGS,,Replacement Parts,,"120,",BR572,33,Default,simple,Default Category,base,,11.86,11.86,,,,,,,BR572-BRG CUP,,,0,,,,,,,,,Use config,Use config,BR572-BRG CUP,BR572-BRG CUP,Product Info Column,,29.77,0,SKF BEARINGS,BR572-SKF BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,572@1667,572@1667,572,1667,KOYO BEARINGS,KOYO BEARINGS,,Replacement Parts,,"120,",572,34,Default,simple,Default Category,base,,11.86,11.86,,,,,,,572-BRG CUP,,,0,,,,,,,,,Use config,Use config,572-BRG CUP,572-BRG CUP,Product Info Column,,29.77,0,KOYO BEARINGS,572-KOYO BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,8,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,29630@0010,29630@0010,29630,10,BOWER BEARING,BOWER BEARING,,Replacement Parts,,"120,",29630,35,Default,simple,Default Category,base,,12.18,12.18,,,,,,,29630-BRG CUP,,,0,,,,,,,,,Use config,Use config,29630-BRG CUP,29630-BRG CUP,Product Info Column,,30.3,0,BOWER BEARING,29630-BOWER BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,29630@0117,29630@0117,29630,117,TIMKEN BEARING CO,TIMKEN BEARING CO,,Replacement Parts,,"120,",29630,36,Default,simple,Default Category,base,,12.18,12.18,,,,,,,29630-BRG CUP,,,0,,,,,,,,,Use config,Use config,29630-BRG CUP,29630-BRG CUP,Product Info Column,,30.3,0,TIMKEN BEARING CO,29630-TIMKEN BEARING CO,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,29630@0113,29630@0113,29630,113,SKF BEARINGS,SKF BEARINGS,,Replacement Parts,,"120,",29630,37,Default,simple,Default Category,base,,12.18,12.18,,,,,,,29630-BRG CUP,,,0,,,,,,,,,Use config,Use config,29630-BRG CUP,29630-BRG CUP,Product Info Column,,30.3,0,SKF BEARINGS,29630-SKF BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,2-420-503-019@0110,2-420-503-019@0110,2-420-503-019,110,ROBERT BOSCH,ROBERT BOSCH,,Replacement Parts,,"120,",2420503019,38,Default,simple,Default Category,base,,12.65,12.65,,,,,,,2-420-503-019-DIAPHRAGM,,,0,,,,,,,,,Use config,Use config,2-420-503-019-DIAPHRAGM,2-420-503-019-DIAPHRAGM,Product Info Column,,31.08,0,ROBERT BOSCH,2420503019-ROBERT BOSCH,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4519-150@0461,4519-150@0461,4519-150,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,general,ring,"178,312",4519150,39,Default,simple,Default Category,base,,12.84,12.84,,,,,,,4519-150-BEARING,,,0,,,,,,,,,Use config,Use config,4519-150-BEARING,4519-150-BEARING,Product Info Column,,31.4,0,TAYLOR LIFT TRUCK,4519150-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,541,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,6008/C3@1496,6008/C3@1496,6008/C3,1496,FAG BEARINGS CORPORATION,FAG BEARINGS CORPORATION,,general,ring,"178,312",6008C3,40,Default,simple,Default Category,base,,12.84,12.84,,,,,,,6008/C3-BEARING,,,0,,,,,,,,,Use config,Use config,6008/C3-BEARING,6008/C3-BEARING,Product Info Column,,31.4,0,FAG BEARINGS CORPORATION,6008C3-FAG BEARINGS CORPORATION,,,,,,Enabled,None,,,,,,"Catalog, Search",0,541,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,6008/C3@0113,6008/C3@0113,6008/C3,113,SKF BEARINGS,SKF BEARINGS,,general,ring,"178,312",6008C3,41,Default,simple,Default Category,base,,12.84,12.84,,,,,,,6008/C3-BEARING,,,0,,,,,,,,,Use config,Use config,6008/C3-BEARING,6008/C3-BEARING,Product Info Column,,31.4,0,SKF BEARINGS,6008C3-SKF BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,541,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,6008/C3@0158,6008/C3@0158,6008/C3,158,NTN TOYO BEARING CO LTD,NTN TOYO BEARING CO LTD,,general,ring,"178,312",6008C3,42,Default,simple,Default Category,base,,12.84,12.84,,,,,,,6008/C3-BEARING,,,0,,,,,,,,,Use config,Use config,6008/C3-BEARING,6008/C3-BEARING,Product Info Column,,31.4,0,NTN TOYO BEARING CO LTD,6008C3-NTN TOYO BEARING CO LTD,,,,,,Enabled,None,,,,,,"Catalog, Search",0,541,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,842781800@0086,842781800@0086,842781800,86,TIMBERJACK,TIMBERJACK,,general,ring,"178,312",842781800,43,Default,simple,Default Category,base,,12.84,12.84,,,,,,,842781800-BEARING,,,0,,,,,,,,,Use config,Use config,842781800-BEARING,842781800-BEARING,Product Info Column,,31.4,0,TIMBERJACK,842781800-TIMBERJACK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,541,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,71008990@1137,71008990@1137,71008990,1137,FIAT ALLIS,FIAT ALLIS,,general,ring,"178,312",71008990,44,Default,simple,Default Category,base,,12.84,12.84,,,,,,,71008990-BEARING,,,0,,,,,,,,,Use config,Use config,71008990-BEARING,71008990-BEARING,Product Info Column,,31.4,0,FIAT ALLIS,71008990-FIAT ALLIS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,541,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,29502050@0005,29502050@0005,29502050,5,ALLISON TRANSMISSION,ALLISON TRANSMISSION,,general,ring,"178,312",29502050,45,Default,simple,Default Category,base,,12.99,12.99,,,,,,,29502050-BEARING,,,0,,,,,,,,,Use config,Use config,29502050-BEARING,29502050-BEARING,Product Info Column,,31.65,0,ALLISON TRANSMISSION,29502050-ALLISON TRANSMISSION,,,,,,Enabled,None,,,,,,"Catalog, Search",0,541,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,70745@0043,70745@0043,70745,43,EATON - FULLER,EATON - FULLER,,shop-supplies-tools-and-safety,,"161,",70745,46,Default,simple,Default Category,base,,13.55,13.55,,,,,,,70745-HARDWARE KIT,,,0,,,,,,,,,Use config,Use config,70745-HARDWARE KIT,70745-HARDWARE KIT,Product Info Column,,32.58,0,EATON - FULLER,70745-EATON - FULLER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,03020200@0278,03020200@0278,3020200,278,MARKLIFT INDUSTRIES,MARKLIFT INDUSTRIES,,electrical,,"71,",3020200,47,Default,simple,Default Category,base,,13.84,13.84,,,,,,,3020200-TOGGLE SWITCH,,,0,,,,,,,,,Use config,Use config,3020200-TOGGLE SWITCH,3020200-TOGGLE SWITCH,Product Info Column,,33.07,0,MARKLIFT INDUSTRIES,3020200-MARKLIFT INDUSTRIES,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,2NT1-1@1562,2NT1-1@1562,2NT1-1,1562,MICRO SWITCH,MICRO SWITCH,,electrical,,"71,",2NT11,48,Default,simple,Default Category,base,,13.84,13.84,,,,,,,2NT1-1-TOGGLE SWITCH,,,0,,,,,,,,,Use config,Use config,2NT1-1-TOGGLE SWITCH,2NT1-1-TOGGLE SWITCH,Product Info Column,,33.07,0,MICRO SWITCH,2NT11-MICRO SWITCH,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,44326R@0797,44326R@0797,44326R,797,TRUCK LITE,TRUCK LITE,,lighting-and-mirrors,,"129,",44326R,49,Default,simple,Default Category,base,,14.4,14.4,,,,,,,44326R-LAMP,,,0,,,,,,,,,Use config,Use config,44326R-LAMP,44326R-LAMP,Product Info Column,,34,0,TRUCK LITE,44326R-TRUCK LITE,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,47687@1667,47687@1667,47687,1667,KOYO BEARINGS,KOYO BEARINGS,,Replacement Parts,,"120,",47687,50,Default,simple,Default Category,base,,14.55,14.55,,,,,,,47687-BRG CONE,,,0,,,,,,,,,Use config,Use config,47687-BRG CONE,47687-BRG CONE,Product Info Column,,34.25,0,KOYO BEARINGS,47687-KOYO BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,47687@0117,47687@0117,47687,117,TIMKEN BEARING CO,TIMKEN BEARING CO,,Replacement Parts,,"120,",47687,51,Default,simple,Default Category,base,,14.55,14.55,,,,,,,47687-BRG CONE,,,0,,,,,,,,,Use config,Use config,47687-BRG CONE,47687-BRG CONE,Product Info Column,,34.25,0,TIMKEN BEARING CO,47687-TIMKEN BEARING CO,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,47687@1552,47687@1552,47687,1552,TYSON BEARING,TYSON BEARING,,Replacement Parts,,"120,",47687,52,Default,simple,Default Category,base,,14.55,14.55,,,,,,,47687-BRG CONE,,,0,,,,,,,,,Use config,Use config,47687-BRG CONE,47687-BRG CONE,Product Info Column,,34.25,0,TYSON BEARING,47687-TYSON BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,47687@0010,47687@0010,47687,10,BOWER BEARING,BOWER BEARING,,Replacement Parts,,"120,",47687,53,Default,simple,Default Category,base,,14.55,14.55,,,,,,,47687-BRG CONE,,,0,,,,,,,,,Use config,Use config,47687-BRG CONE,47687-BRG CONE,Product Info Column,,34.25,0,BOWER BEARING,47687-BOWER BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,47687@0113,47687@0113,47687,113,SKF BEARINGS,SKF BEARINGS,,Replacement Parts,,"120,",47687,54,Default,simple,Default Category,base,,14.55,14.55,,,,,,,47687-BRG CONE,,,0,,,,,,,,,Use config,Use config,47687-BRG CONE,47687-BRG CONE,Product Info Column,,34.25,0,SKF BEARINGS,47687-SKF BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,071033@0111,071033@0111,71033,111,PARKER - HPM GREENVILLE,PARKER - HPM GREENVILLE,,general,ring,"178,312",71033,55,Default,simple,Default Category,base,,15.32,15.32,,,,,,,71033-BEARING,,,0,,,,,,,,,Use config,Use config,71033-BEARING,71033-BEARING,Product Info Column,,35.53,0,PARKER - HPM GREENVILLE,71033-PARKER - HPM GREENVILLE,,,,,,Enabled,None,,,,,,"Catalog, Search",0,3,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4302792@0043,4302792@0043,4302792,43,EATON - FULLER,EATON - FULLER,,general,gear,"178,302",4302792,56,Default,simple,Default Category,base,,15.51,15.51,,,,,,,4302792-GEAR,,,0,,,,,,,,,Use config,Use config,4302792-GEAR,4302792-GEAR,Product Info Column,,35.85,0,EATON - FULLER,4302792-EATON - FULLER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,1228U645@0107,1228U645@0107,1228U645,107,MERITOR INC,MERITOR INC,,Replacement Parts,,"120,",1228U645,57,Default,simple,Default Category,base,,15.8,15.8,,,,,,,1228U645-BRG CUP,,,0,,,,,,,,,Use config,Use config,1228U645-BRG CUP,1228U645-BRG CUP,Product Info Column,,36.33,0,MERITOR INC,1228U645-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,2BW7@1560,2BW7@1560,2BW7,1560,OSHKOSH,OSHKOSH,,Replacement Parts,,"120,",2BW7,58,Default,simple,Default Category,base,,15.8,15.8,,,,,,,2BW7-BRG CUP,,,0,,,,,,,,,Use config,Use config,2BW7-BRG CUP,2BW7-BRG CUP,Product Info Column,,36.33,0,OSHKOSH,2BW7-OSHKOSH,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,55437@0113,55437@0113,55437,113,SKF BEARINGS,SKF BEARINGS,,Replacement Parts,,"120,",55437,59,Default,simple,Default Category,base,,15.8,15.8,,,,,,,55437-BRG CUP,,,0,,,,,,,,,Use config,Use config,55437-BRG CUP,55437-BRG CUP,Product Info Column,,36.33,0,SKF BEARINGS,55437-SKF BEARINGS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,55437@0117,55437@0117,55437,117,TIMKEN BEARING CO,TIMKEN BEARING CO,,Replacement Parts,,"120,",55437,60,Default,simple,Default Category,base,,15.8,15.8,,,,,,,55437-BRG CUP,,,0,,,,,,,,,Use config,Use config,55437-BRG CUP,55437-BRG CUP,Product Info Column,,36.33,0,TIMKEN BEARING CO,55437-TIMKEN BEARING CO,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,918984@2003,918984@2003,918984,2003,CLARK LIFT TRUCK,CLARK LIFT TRUCK,,Replacement Parts,,"120,",918984,61,Default,simple,Default Category,base,,15.8,15.8,,,,,,,918984-BRG CUP,,,0,,,,,,,,,Use config,Use config,918984-BRG CUP,918984-BRG CUP,Product Info Column,,36.33,0,CLARK LIFT TRUCK,918984-CLARK LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,K3507@0043,K3507@0043,K3507,43,EATON - FULLER,EATON - FULLER,,electrical,,"71,",K3507,62,Default,simple,Default Category,base,,16.21,16.21,,,,,,,K3507-PLUG,,,0,,,,,,,,,Use config,Use config,K3507-PLUG,K3507-PLUG,Product Info Column,,37.02,0,EATON - FULLER,K3507-EATON - FULLER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
